id_carrera,area_conocimiento,subarea,nombre_carrera
3068,Tecnología,Santiago,Sonido Profesional
3069,Tecnología,Viña del Mar,Sonido Profesional
3070,Administración y Comercio,Concepción,Ingeniería en Administración de Empresas Financieras
3071,Administración y Comercio,Viña del Mar,Ingeniería en Administración de Empresas Financieras
3072,Administración y Comercio,Temuco,Ingeniería en Administración de Empresas Financieras (P.E.)
3073,Administración y Comercio,Concepción,Ingeniería Financiera
3074,Administración y Comercio,Viña del Mar,Ingeniería Financiera
3075,Administración y Comercio,Santiago,Ingeniería Financiera (P.E.)
3076,Administración y Comercio,Santiago,TNS Financiero
3077,Administración y Comercio,Santiago,TNS Financiero (P.E.)
3078,Administración y Comercio,Santiago,TNS Operaciones Financieras y Bancarias (P.E.)
3079,Administración y Comercio,Los Andes,Ingeniería en Administración de Empresas Gestión Recursos Humanos
3080,Administración y Comercio,Los Andes,TNS en Administración de Empresas Gestión Recursos Humanos
3081,Ciencias Sociales,Los Andes,TNS en Trabajo Social
3082,Ciencias Sociales,Los Andes,Servicio Social
3083,Educación,Los Andes,Psicopedagogía
3084,Educación,Los Andes,TNS en Educación Parvularia
3085,Tecnología,Los Andes,Ingeniería en Prevención de Riesgos y Medio Ambiente
3086,Tecnología,Los Andes,TNS en Prevención de Riesgos y Medio Ambiente
3087,Administración y Comercio,Santiago,Contador Auditor Bilingüe
3088,Administración y Comercio,Santiago,Contador Auditor Bilingüe a Distancia
3089,Administración y Comercio,Santiago,TNS en Administración Bilingüe
3090,Administración y Comercio,Santiago,TNS en Contabilidad
3091,Humanidades,Santiago,TNS en Traducción Inglés Español
3092,Humanidades,Santiago,Interpretación Profesional del Inglés Al Español
3093,Humanidades,Santiago,Interpretación Profesional del Inglés al Español a Distancia
3094,Humanidades,Santiago,Traducción Profesional del Inglés Al Español
3095,Humanidades,Santiago,Traducción Profesional del Inglés al Español
3096,Administración y Comercio,Providencia,Ingeniería en Administración Pública y Municipal
3097,Administración y Comercio,Providencia,Ingeniería en Administración Pública y Municipal (P.E.)
3098,Administración y Comercio,Providencia,Ingeniería en Administración
3099,Administración y Comercio,Macul,Ingeniería en Control de Gestión
3100,Administración y Comercio,Providencia,Ingeniería en Control de Gestión (P.E.)
3101,Administración y Comercio,Providencia,Publicidad en Marketing Digital
3102,Administración y Comercio,Providencia,TNS en Agile Coaching
3103,Administración y Comercio,Providencia,TNS en Control de la Producción Industrial
3104,Administración y Comercio,Providencia,TNS en Customer Experience
3105,Administración y Comercio,Providencia,TNS en User Experience
3106,Administración y Comercio,Providencia,TNS en Administración de Empresas
3107,Administración y Comercio,Providencia,TNS en Reclutamiento y Atracción de Talento
3108,Administración y Comercio,Providencia,TNS en Administración Pública
3109,Administración y Comercio,Providencia,TNS en Comercio Exterior
3110,Administración y Comercio,Providencia,TNS Contador General
3111,Administración y Comercio,Providencia,TNS en Inbound Marketing
3112,Administración y Comercio,Providencia,TNS en Marketing Digital
3113,Administración y Comercio,Providencia,TNS en Publicidad
3114,Administración y Comercio,Providencia,TNS en Gestión Turística
3115,Arte y Arquitectura,Providencia,Diseño Gráfico Digital
3116,Arte y Arquitectura,Providencia,TNS en Animación Digital
3117,Arte y Arquitectura,Providencia,TNS en Diseño Gráfico Digital
3118,Ciencias Sociales,Providencia,TNS en Social Media
3119,Ciencias Sociales,Providencia,TNS en Servicio Social
3120,Ciencias Sociales,Providencia,Servicio Social
3121,Ciencias Sociales,Providencia,Servicio Social (P.E.)
3122,Derecho,Providencia,TNS en Gestión Judicial
3123,Derecho,Providencia,TNS Jurídico en Gestión Judicial
3124,Educación,Providencia,Psicopedagogía (P.E.)
3125,Educación,Providencia,TNS en Educación Diferencial
3126,Educación,Providencia,TNS en Educación Parvularia y Primer Ciclo Básico
3127,Tecnología,Providencia,Ingeniería Industrial
3128,Tecnología,Providencia,Ingeniería en Informática
3129,Tecnología,Providencia,TNS en Redes Informáticas
3130,Tecnología,Providencia,TNS Analista de Sistemas
3131,Tecnología,Providencia,TNS en Cloud Administration
3132,Tecnología,Providencia,TNS en Data Science
3133,Tecnología,Providencia,TNS en Informática
3134,Tecnología,Providencia,TNS en Seguridad Informática
3135,Tecnología,Providencia,TNS en Control de Gestión
3136,Tecnología,Providencia,TNS en Quality Assurance
3137,Tecnología,Providencia,TNS en Logística
3138,Tecnología,Providencia,TNS en Control de la Producción Industrial
3139,Tecnología,Providencia,TNS en Programación
3140,Administración y Comercio,Providencia,Tourism And Hospitality
3141,Administración y Comercio,Valparaíso,Tourism And Hospitality
3142,Administración y Comercio,Cerrillos,Auditoría
3143,Administración y Comercio,El Bosque,Auditoría
3144,Administración y Comercio,Huechuraba,Auditoría
3145,Administración y Comercio,La Florida,Auditoría
3146,Administración y Comercio,Las Condes,Auditoría
3147,Administración y Comercio,Maipú,Auditoría
3148,Administración y Comercio,Melipilla,Auditoría
3149,Administración y Comercio,Puente Alto,Auditoría
3150,Administración y Comercio,Puerto Montt,Auditoría
3151,Administración y Comercio,Viña del Mar,Auditoría
3152,Administración y Comercio,La Florida,Auditoría (P.E.)
3153,Administración y Comercio,Providencia,Auditoría (P.E.)
3154,Administración y Comercio,Concepción,Gastronomía Internacional
3155,Administración y Comercio,Providencia,Gastronomía Internacional
3156,Administración y Comercio,Santiago,Gastronomía Internacional
3157,Administración y Comercio,Valparaíso,Gastronomía Internacional
3158,Administración y Comercio,Cerrillos,Ingeniería en Administración
3159,Administración y Comercio,Concepción,Ingeniería en Administración
3160,Administración y Comercio,El Bosque,Ingeniería en Administración
3161,Administración y Comercio,Huechuraba,Ingeniería en Administración
3162,Administración y Comercio,La Florida,Ingeniería en Administración
3163,Administración y Comercio,Las Condes,Ingeniería en Administración
3164,Administración y Comercio,Maipú,Ingeniería en Administración
3165,Administración y Comercio,Melipilla,Ingeniería en Administración
3166,Administración y Comercio,Puente Alto,Ingeniería en Administración
3167,Administración y Comercio,Puerto Montt,Ingeniería en Administración
3168,Administración y Comercio,Valparaíso,Ingeniería en Administración
3169,Administración y Comercio,Viña del Mar,Ingeniería en Administración
3170,Administración y Comercio,Cerrillos,Ingeniería en Administración de Recursos Humanos
3171,Administración y Comercio,Concepción,Ingeniería en Administración de Recursos Humanos
3172,Administración y Comercio,La Florida,Ingeniería en Administración de Recursos Humanos
3173,Administración y Comercio,Las Condes,Ingeniería en Administración de Recursos Humanos
3174,Administración y Comercio,Maipú,Ingeniería en Administración de Recursos Humanos
3175,Administración y Comercio,Providencia,Ingeniería en Administración de Recursos Humanos
3176,Administración y Comercio,Viña del Mar,Ingeniería en Administración de Recursos Humanos
3177,Administración y Comercio,Providencia,Ingeniería en Administración de Recursos Humanos (P.E.)
3178,Administración y Comercio,Villarrica,Ingeniería en Administración
3179,Administración y Comercio,La Florida,Ingeniería en Administración (P.E.)
3180,Administración y Comercio,Las Condes,Ingeniería en Administración (P.E.)
3181,Administración y Comercio,Maipú,Ingeniería en Administración (P.E.)
3182,Administración y Comercio,Viña del Mar,Ingeniería en Administración (P.E.)
3183,Administración y Comercio,Concepción,Ingeniería en Comercio Exterior
3184,Administración y Comercio,Huechuraba,Ingeniería en Comercio Exterior
3185,Administración y Comercio,La Florida,Ingeniería en Comercio Exterior
3186,Administración y Comercio,Maipú,Ingeniería en Comercio Exterior
3187,Administración y Comercio,Providencia,Ingeniería en Comercio Exterior
3188,Administración y Comercio,Puente Alto,Ingeniería en Comercio Exterior
3189,Administración y Comercio,Valparaíso,Ingeniería en Comercio Exterior
3190,Administración y Comercio,Viña del Mar,Ingeniería en Comercio Exterior
3191,Administración y Comercio,La Florida,Ingeniería en Comercio Exterior (P.E.)
3192,Administración y Comercio,Providencia,Ingeniería en Comercio Exterior (P.E.)
3193,Administración y Comercio,Las Condes,Ingeniería en Negocios Internacionales
3194,Administración y Comercio,Cerrillos,Ingeniería en Gestión Logística (P.E.)
3195,Administración y Comercio,Arauco,Ingeniería en Administración
3196,Administración y Comercio,Huechuraba,Ingeniería en Marketing
3197,Administración y Comercio,La Florida,Ingeniería en Marketing
3198,Administración y Comercio,Las Condes,Ingeniería en Marketing
3199,Administración y Comercio,Maipú,Ingeniería en Marketing
3200,Administración y Comercio,Providencia,Ingeniería en Marketing
3201,Administración y Comercio,Santiago,Ingeniería en Marketing
3202,Administración y Comercio,Valparaíso,Ingeniería en Marketing
3203,Administración y Comercio,Viña del Mar,Ingeniería en Marketing
3204,Administración y Comercio,Las Condes,Ingeniería en Marketing (P.E.)
3205,Administración y Comercio,Providencia,Ingeniería en Marketing (P.E.)
3206,Administración y Comercio,Cerrillos,Ingeniería en Marketing Digital
3207,Administración y Comercio,Concepción,Ingeniería en Marketing Digital
3208,Administración y Comercio,El Bosque,Ingeniería en Marketing Digital
3209,Administración y Comercio,Huechuraba,Ingeniería en Marketing Digital
3210,Administración y Comercio,La Florida,Ingeniería en Marketing Digital
3211,Administración y Comercio,Las Condes,Ingeniería en Marketing Digital
3212,Administración y Comercio,Maipú,Ingeniería en Marketing Digital
3213,Administración y Comercio,Melipilla,Ingeniería en Marketing Digital
3214,Administración y Comercio,Providencia,Ingeniería en Marketing Digital
3215,Administración y Comercio,Puente Alto,Ingeniería en Marketing Digital
3216,Administración y Comercio,Puerto Montt,Ingeniería en Marketing Digital
3217,Administración y Comercio,Santiago,Ingeniería en Marketing Digital
3218,Administración y Comercio,Valparaíso,Ingeniería en Marketing Digital
3219,Administración y Comercio,Viña del Mar,Ingeniería en Marketing Digital
3220,Administración y Comercio,Providencia,Ingeniería en Marketing Digital (P.E.)
3221,Administración y Comercio,Concepción,Ecoturismo
3222,Administración y Comercio,El Bosque,Ecoturismo
3223,Administración y Comercio,Providencia,Ecoturismo
3224,Administración y Comercio,Valparaíso,Ecoturismo
3225,Administración y Comercio,Villarrica,Ecoturismo
3226,Administración y Comercio,Concepción,Turismo y Hotelería
3227,Administración y Comercio,El Bosque,Turismo y Hotelería
3228,Administración y Comercio,Providencia,Turismo y Hotelería
3229,Administración y Comercio,Puerto Montt,Turismo y Hotelería
3230,Administración y Comercio,Santiago,Turismo y Hotelería
3231,Administración y Comercio,Valparaíso,Turismo y Hotelería
3232,Administración y Comercio,Villarrica,Turismo y Hotelería
3233,Administración y Comercio,La Florida,Publicidad
3234,Administración y Comercio,Viña del Mar,Publicidad
3235,Administración y Comercio,Arauco,TNS en Administración
3236,Administración y Comercio,Concepción,TNS en Administración
3237,Administración y Comercio,El Bosque,TNS en Administración
3238,Administración y Comercio,Huechuraba,TNS en Administración
3239,Administración y Comercio,La Florida,TNS en Administración
3240,Administración y Comercio,Las Condes,TNS en Administración
3241,Administración y Comercio,Maipú,TNS en Administración
3242,Administración y Comercio,Melipilla,TNS en Administración
3243,Administración y Comercio,Nacimiento,TNS en Administración
3244,Administración y Comercio,Providencia,TNS en Administración
3245,Administración y Comercio,Puente Alto,TNS en Administración
3246,Administración y Comercio,Puerto Montt,TNS en Administración
3247,Administración y Comercio,Santiago,TNS en Administración
3248,Administración y Comercio,Valparaíso,TNS en Administración
3249,Administración y Comercio,Villarrica,TNS en Administración
3250,Administración y Comercio,Viña del Mar,TNS en Administración
3251,Administración y Comercio,Providencia,TNS en Administración de Empresas (P.E.)
3252,Administración y Comercio,Santiago,TNS en Marketing
3253,Administración y Comercio,La Florida,TNS en Marketing (P.E.)
3254,Administración y Comercio,Providencia,TNS en Marketing (P.E.)
3255,Administración y Comercio,Cerrillos,TNS en Administración de Recursos Humanos
3256,Administración y Comercio,Viña del Mar,TNS en Administración de Recursos Humanos
3257,Administración y Comercio,Cerrillos,TNS en Gestión de Personas
3258,Administración y Comercio,Huechuraba,TNS en Gestión de Personas
3259,Administración y Comercio,La Florida,TNS en Gestión de Personas
3260,Administración y Comercio,Maipú,TNS en Gestión de Personas
3261,Administración y Comercio,Melipilla,TNS en Gestión de Personas
3262,Administración y Comercio,Nacimiento,TNS en Gestión de Personas
3263,Administración y Comercio,Puente Alto,TNS en Gestión de Personas
3264,Administración y Comercio,Puerto Montt,TNS en Gestión de Personas
3265,Administración y Comercio,Santiago,TNS en Gestión de Personas
3266,Administración y Comercio,Viña del Mar,TNS en Gestión de Personas
3267,Administración y Comercio,La Florida,TNS en Comercio Exterior
3268,Administración y Comercio,Santiago,TNS en Comercio Exterior
3269,Administración y Comercio,Viña del Mar,TNS en Comercio Exterior
3270,Administración y Comercio,Cerrillos,TNS en Contabilidad General
3271,Administración y Comercio,El Bosque,TNS en Contabilidad General
3272,Administración y Comercio,Huechuraba,TNS en Contabilidad General
3273,Administración y Comercio,La Florida,TNS en Contabilidad General
3274,Administración y Comercio,Maipú,TNS en Contabilidad General
3275,Administración y Comercio,Melipilla,TNS en Contabilidad General
3276,Administración y Comercio,Puente Alto,TNS en Contabilidad General
3277,Administración y Comercio,Viña del Mar,TNS en Contabilidad General
3278,Administración y Comercio,Cerrillos,TNS en Contabilidad General (P.E.)
3279,Administración y Comercio,La Florida,TNS en Contabilidad General (P.E.)
3280,Administración y Comercio,Santiago,TNS en Contabilidad General (P.E.)
3281,Administración y Comercio,Providencia,TNS en Contabilidad Tributaria (P.E.)
3282,Administración y Comercio,Maipú,TNS en Administración Financiera
3283,Administración y Comercio,Santiago,TNS en Administración Financiera
3284,Administración y Comercio,Viña del Mar,TNS en Administración Financiera
3285,Administración y Comercio,Santiago,TNS en Administración Financiera (P.E.)
3286,Administración y Comercio,Cerrillos,TNS en Finanzas
3287,Administración y Comercio,El Bosque,TNS en Finanzas
3288,Administración y Comercio,La Florida,TNS en Finanzas
3289,Administración y Comercio,Maipú,TNS en Finanzas
3290,Administración y Comercio,Puente Alto,TNS en Finanzas
3291,Administración y Comercio,Santiago,TNS en Finanzas
3292,Administración y Comercio,Viña del Mar,TNS en Finanzas
3293,Administración y Comercio,La Florida,TNS en Finanzas (P.E.)
3294,Administración y Comercio,Maipú,TNS en Finanzas (P.E.)
3295,Administración y Comercio,Santiago,TNS en Finanzas (P.E.)
3296,Administración y Comercio,Concepción,TNS en Gastronomía
3297,Administración y Comercio,Santiago,TNS en Gastronomía
3298,Administración y Comercio,Valparaíso,TNS en Gastronomía
3299,Administración y Comercio,Huechuraba,TNS en Administración de Empresas
3300,Administración y Comercio,Viña del Mar,TNS en Administración de Empresas
3301,Administración y Comercio,La Florida,TNS en Administración de Empresas (P.E.)
3302,Administración y Comercio,Cerrillos,TNS en Marketing
3303,Administración y Comercio,Huechuraba,TNS en Marketing
3304,Administración y Comercio,La Florida,TNS en Marketing
3305,Administración y Comercio,Maipú,TNS en Marketing
3306,Administración y Comercio,Melipilla,TNS en Marketing
3307,Administración y Comercio,Puente Alto,TNS en Marketing
3308,Administración y Comercio,Puerto Montt,TNS en Marketing
3309,Administración y Comercio,Viña del Mar,TNS en Marketing
3310,Administración y Comercio,Concepción,TNS en Marketing (P.E.)
3311,Administración y Comercio,Maipú,TNS en Marketing (P.E.)
3312,Administración y Comercio,Santiago,TNS en Administración Hotelera
3313,Administración y Comercio,Valparaíso,TNS en Administración Hotelera
3314,Administración y Comercio,Villarrica,TNS en Administración Hotelera
3315,Administración y Comercio,El Bosque,TNS en Turismo de Aventura
3316,Administración y Comercio,Santiago,TNS en Turismo de Aventura
3317,Administración y Comercio,Villarrica,TNS en Turismo de Aventura
3318,Administración y Comercio,Santiago,TNS en Turismo Técnico
3319,Administración y Comercio,Valparaíso,TNS en Turismo y Hotelería
3320,"Agricultura, Silvicultura, Pesca y Veterinaria",El Bosque,Ingeniería Agrícola
3321,"Agricultura, Silvicultura, Pesca y Veterinaria",Puente Alto,Ingeniería Agrícola
3322,"Agricultura, Silvicultura, Pesca y Veterinaria",Valparaíso,Ingeniería Agrícola
3323,"Agricultura, Silvicultura, Pesca y Veterinaria",El Bosque,TNS Agrícola
3324,"Agricultura, Silvicultura, Pesca y Veterinaria",Puente Alto,TNS Agrícola
3325,"Agricultura, Silvicultura, Pesca y Veterinaria",Valparaíso,TNS Agrícola
3326,"Agricultura, Silvicultura, Pesca y Veterinaria",El Bosque,TNS en Veterinario y Pecuario
3327,"Agricultura, Silvicultura, Pesca y Veterinaria",Maipú,TNS en Veterinario y Pecuario
3328,"Agricultura, Silvicultura, Pesca y Veterinaria",Puente Alto,TNS en Veterinario y Pecuario
3329,"Agricultura, Silvicultura, Pesca y Veterinaria",Valparaíso,TNS en Veterinario y Pecuario
3330,"Agricultura, Silvicultura, Pesca y Veterinaria",Valparaíso,TNS Veterinario
3331,Arte y Arquitectura,Las Condes,Actuación
3332,Arte y Arquitectura,Viña del Mar,Actuación
3333,Arte y Arquitectura,Las Condes,Animación Digital
3334,Arte y Arquitectura,Maipú,Animación Digital
3335,Arte y Arquitectura,Concepción,Comunicación Audiovisual
3336,Arte y Arquitectura,Viña del Mar,Comunicación Audiovisual
3337,Arte y Arquitectura,Cerrillos,Diseño de Ambientes
3338,Arte y Arquitectura,Las Condes,Diseño de Ambientes
3339,Arte y Arquitectura,Santiago,Diseño de Ambientes
3340,Arte y Arquitectura,Viña del Mar,Diseño de Ambientes
3341,Arte y Arquitectura,Las Condes,Diseño de Vestuario
3342,Arte y Arquitectura,Viña del Mar,Diseño de Vestuario
3343,Arte y Arquitectura,Cerrillos,Diseño Gráfico
3344,Arte y Arquitectura,Concepción,Diseño Gráfico
3345,Arte y Arquitectura,La Florida,Diseño Gráfico
3346,Arte y Arquitectura,Las Condes,Diseño Gráfico
3347,Arte y Arquitectura,Santiago,Diseño Gráfico
3348,Arte y Arquitectura,Viña del Mar,Diseño Gráfico
3349,Arte y Arquitectura,Cerrillos,Diseño Industrial
3350,Arte y Arquitectura,Las Condes,Diseño Industrial
3351,Arte y Arquitectura,Viña del Mar,Diseño Industrial
3352,Arte y Arquitectura,Concepción,TNS Audiovisual
3353,Arte y Arquitectura,Las Condes,TNS Audiovisual
3354,Arte y Arquitectura,Viña del Mar,TNS Audiovisual
3355,Arte y Arquitectura,Concepción,TNS en Dibujo y Modelamiento Arquitectónico y Estructural
3356,Arte y Arquitectura,El Bosque,TNS en Dibujo y Modelamiento Arquitectónico y Estructural
3357,Arte y Arquitectura,Maipú,TNS en Dibujo y Modelamiento Arquitectónico y Estructural
3358,Arte y Arquitectura,Santiago,TNS en Dibujo y Modelamiento Arquitectónico y Estructural
3359,Arte y Arquitectura,Valparaíso,TNS en Dibujo y Modelamiento Arquitectónico y Estructural
3360,Arte y Arquitectura,Viña del Mar,TNS en Producción Industrial de Vestuario
3361,Arte y Arquitectura,La Florida,TNS en Desarrollo y Diseño Web
3362,Arte y Arquitectura,Santiago,TNS en Desarrollo y Diseño Web
3363,Arte y Arquitectura,Viña del Mar,TNS en Desarrollo y Diseño Web
3364,Arte y Arquitectura,Providencia,TNS en Desarrollo y Diseño Web (P.E.)
3365,Arte y Arquitectura,Concepción,TNS en Ilustración
3366,Arte y Arquitectura,La Florida,TNS en Ilustración
3367,Arte y Arquitectura,Las Condes,TNS en Ilustración
3368,Arte y Arquitectura,Viña del Mar,TNS en Ilustración
3369,Arte y Arquitectura,Las Condes,TNS en Ilustración Digital
3370,Arte y Arquitectura,Santiago,TNS en Restauración de Bienes Patrimoniales
3371,Arte y Arquitectura,Valparaíso,TNS en Restauración de Bienes Patrimoniales
3372,Ciencias,Valparaíso,TNS en Química y Farmacia
3373,Ciencias Sociales,Maipú,Publicidad
3374,Ciencias Sociales,Puente Alto,Publicidad
3375,Ciencias Sociales,Concepción,Relaciones Públicas
3376,Ciencias Sociales,Las Condes,Relaciones Públicas
3377,Ciencias Sociales,Maipú,Relaciones Públicas
3378,Educación,El Bosque,TNS Preparador Físico
3379,Educación,Maipú,TNS Preparador Físico
3380,Educación,Puente Alto,TNS Preparador Físico
3381,Educación,Viña del Mar,TNS Preparador Físico
3382,Salud,Concepción,TNS en Enfermería
3383,Salud,El Bosque,TNS en Enfermería
3384,Salud,Las Condes,TNS en Enfermería
3385,Salud,Melipilla,TNS en Enfermería
3386,Salud,Nacimiento,TNS en Enfermería
3387,Salud,Puente Alto,TNS en Enfermería
3388,Salud,San Joaquín,TNS en Enfermería
3389,Salud,Valparaíso,TNS en Enfermería
3390,Salud,El Bosque,TNS en Química y Farmacia
3391,Salud,Maipú,TNS en Química y Farmacia
3392,Salud,Puente Alto,TNS en Química y Farmacia
3393,Salud,San Joaquín,TNS en Química y Farmacia
3394,Salud,Concepción,TNS en Odontología
3395,Salud,El Bosque,TNS en Odontología
3396,Salud,Las Condes,TNS en Odontología
3397,Salud,Maipú,TNS en Odontología
3398,Salud,Melipilla,TNS en Odontología
3399,Salud,Puente Alto,TNS en Odontología
3400,Salud,Puerto Montt,TNS en Odontología
3401,Salud,San Joaquín,TNS en Odontología
3402,Salud,Valparaíso,TNS en Odontología
3403,Salud,Puente Alto,TNS en Radiodiagnóstico y Radioterapia
3404,Salud,San Joaquín,TNS en Radiodiagnóstico y Radioterapia
3405,Salud,Valparaíso,TNS en Radiodiagnóstico y Radioterapia
3406,Salud,El Bosque,TNS en Laboratorio Clínico y Banco de Sangre
3407,Salud,Maipú,TNS en Laboratorio Clínico y Banco de Sangre
3408,Salud,Puente Alto,TNS en Laboratorio Clínico y Banco de Sangre
3409,Salud,San Joaquín,TNS en Laboratorio Clínico y Banco de Sangre
3410,Salud,Valparaíso,TNS en Laboratorio Clínico y Banco de Sangre
3411,Tecnología,Concepción,Informática Biomédica
3412,Tecnología,El Bosque,Informática Biomédica
3413,Tecnología,Maipú,Informática Biomédica
3414,Tecnología,San Joaquín,Informática Biomédica
3415,Tecnología,Valparaíso,Informática Biomédica
3416,Tecnología,Maipú,Ingeniería en Medio Ambiente
3417,Tecnología,Puente Alto,Ingeniería en Medio Ambiente
3418,Tecnología,Valparaíso,Ingeniería en Medio Ambiente
3419,Tecnología,El Bosque,Ingeniería en Medio Ambiente
3420,Tecnología,Puerto Montt,Ingeniería en Electricidad y Automatización Industrial
3421,Tecnología,Arauco,Ingeniería en Electricidad y Automatización Industrial
3422,Tecnología,Concepción,Ingeniería en Electricidad y Automatización Industrial
3423,Tecnología,El Bosque,Ingeniería en Electricidad y Automatización Industrial
3424,Tecnología,Huechuraba,Ingeniería en Electricidad y Automatización Industrial
3425,Tecnología,Maipú,Ingeniería en Electricidad y Automatización Industrial
3426,Tecnología,Melipilla,Ingeniería en Electricidad y Automatización Industrial
3427,Tecnología,Puente Alto,Ingeniería en Electricidad y Automatización Industrial
3428,Tecnología,San Joaquín,Ingeniería en Electricidad y Automatización Industrial
3429,Tecnología,Valparaíso,Ingeniería en Electricidad y Automatización Industrial
3430,Tecnología,Providencia,Ingeniería en Desarrollo de Software (P.E.)
3431,Tecnología,Providencia,Ingeniería en Gestión de Tecnologías de la Información
3432,Tecnología,Cerrillos,Ingeniería en Informática
3433,Tecnología,Concepción,Ingeniería en Informática
3434,Tecnología,El Bosque,Ingeniería en Informática
3435,Tecnología,Huechuraba,Ingeniería en Informática
3436,Tecnología,La Florida,Ingeniería en Informática
3437,Tecnología,Melipilla,Ingeniería en Informática
3438,Tecnología,San Joaquín,Ingeniería en Informática
3439,Tecnología,Viña del Mar,Ingeniería en Informática
3440,Tecnología,Providencia,Ingeniería en Informática (P.E.)
3441,Tecnología,Cerrillos,Ingeniería en Conectividad y Redes
3442,Tecnología,Concepción,Ingeniería en Conectividad y Redes
3443,Tecnología,El Bosque,Ingeniería en Conectividad y Redes
3444,Tecnología,Huechuraba,Ingeniería en Conectividad y Redes
3445,Tecnología,La Florida,Ingeniería en Conectividad y Redes
3446,Tecnología,Maipú,Ingeniería en Conectividad y Redes
3447,Tecnología,Melipilla,Ingeniería en Conectividad y Redes
3448,Tecnología,Providencia,Ingeniería en Conectividad y Redes
3449,Tecnología,Puente Alto,Ingeniería en Conectividad y Redes
3450,Tecnología,San Joaquín,Ingeniería en Conectividad y Redes
3451,Tecnología,Santiago,Ingeniería en Conectividad y Redes
3452,Tecnología,Viña del Mar,Ingeniería en Conectividad y Redes
3453,Tecnología,Maipú,Ingeniería en Infraestructura y Plataformas Tecnológicas
3454,Tecnología,Providencia,Ingeniería en Infraestructura y Plataformas Tecnológicas
3455,Tecnología,Puente Alto,Ingeniería en Infraestructura y Plataformas Tecnológicas
3456,Tecnología,Concepción,Ing. Ejec. en Construcción
3457,Tecnología,Santiago,Ing. Ejec. en Construcción
3458,Tecnología,Valparaíso,Ing. Ejec. en Construcción
3459,Tecnología,El Bosque,Ingeniería en Construcción
3460,Tecnología,Maipú,Ingeniería en Construcción
3461,Tecnología,Melipilla,Ingeniería en Construcción
3462,Tecnología,Puerto Montt,Ingeniería en Construcción
3463,Tecnología,Cerrillos,Ingeniería en Gestión Logística
3464,Tecnología,Concepción,Ingeniería en Gestión Logística
3465,Tecnología,El Bosque,Ingeniería en Gestión Logística
3466,Tecnología,Huechuraba,Ingeniería en Gestión Logística
3467,Tecnología,La Florida,Ingeniería en Gestión Logística
3468,Tecnología,Maipú,Ingeniería en Gestión Logística
3469,Tecnología,Melipilla,Ingeniería en Gestión Logística
3470,Tecnología,Providencia,Ingeniería en Gestión Logística
3471,Tecnología,Puente Alto,Ingeniería en Gestión Logística
3472,Tecnología,Puerto Montt,Ingeniería en Gestión Logística
3473,Tecnología,Santiago,Ingeniería en Gestión Logística
3474,Tecnología,Valparaíso,Ingeniería en Gestión Logística
3475,Tecnología,Viña del Mar,Ingeniería en Gestión Logística
3476,Tecnología,Huechuraba,Ingeniería en Gestión Logística (P.E.)
3477,Tecnología,La Florida,Ingeniería en Gestión Logística (P.E.)
3478,Tecnología,Maipú,Ingeniería en Gestión Logística (P.E.)
3479,Tecnología,Concepción,Ingeniería en Maquinaria y Vehículos Pesados
3480,Tecnología,El Bosque,Ingeniería en Maquinaria y Vehículos Pesados
3481,Tecnología,Maipú,Ingeniería en Maquinaria y Vehículos Pesados
3482,Tecnología,Puerto Montt,Ingeniería en Maquinaria y Vehículos Pesados
3483,Tecnología,San Joaquín,Ingeniería en Maquinaria y Vehículos Pesados
3484,Tecnología,Valparaíso,Ingeniería en Maquinaria y Vehículos Pesados
3485,Tecnología,Concepción,Ingeniería en Mecánica Automotriz y Autotrónica
3486,Tecnología,El Bosque,Ingeniería en Mecánica Automotriz y Autotrónica
3487,Tecnología,Huechuraba,Ingeniería en Mecánica Automotriz y Autotrónica
3488,Tecnología,Maipú,Ingeniería en Mecánica Automotriz y Autotrónica
3489,Tecnología,Melipilla,Ingeniería en Mecánica Automotriz y Autotrónica
3490,Tecnología,Puente Alto,Ingeniería en Mecánica Automotriz y Autotrónica
3491,Tecnología,Puerto Montt,Ingeniería en Mecánica Automotriz y Autotrónica
3492,Tecnología,San Joaquín,Ingeniería en Mecánica Automotriz y Autotrónica
3493,Tecnología,Valparaíso,Ingeniería en Mecánica Automotriz y Autotrónica
3494,Tecnología,Villarrica,Ingeniería en Mecánica Automotriz y Autotrónica
3495,Tecnología,Arauco,Ingeniería en Prevención de Riesgos
3496,Tecnología,Concepción,Ingeniería en Prevención de Riesgos
3497,Tecnología,El Bosque,Ingeniería en Prevención de Riesgos
3498,Tecnología,Maipú,Ingeniería en Prevención de Riesgos
3499,Tecnología,Melipilla,Ingeniería en Prevención de Riesgos
3500,Tecnología,Puente Alto,Ingeniería en Prevención de Riesgos
3501,Tecnología,Santiago,Ingeniería en Prevención de Riesgos
3502,Tecnología,Valparaíso,Ingeniería en Prevención de Riesgos
3503,Tecnología,Concepción,Ingeniería en Sonido
3504,Tecnología,Las Condes,Ingeniería en Sonido
3505,Tecnología,Viña del Mar,Ingeniería en Sonido
3506,Tecnología,Cerrillos,TNS en Administración de Redes y Telecomunicaciones
3507,Tecnología,El Bosque,TNS en Administración de Redes y Telecomunicaciones
3508,Tecnología,Huechuraba,TNS en Administración de Redes y Telecomunicaciones
3509,Tecnología,La Florida,TNS en Administración de Redes y Telecomunicaciones
